sample_index,filename,tags,branch_tags,paper_use,baseline_teds,phase5e_teds,delta_full_vs_baseline,horizontal_teds,vertical_teds,complexity_score,header_rows,row_count,max_width,span_tokens,rowspan_tokens,colspan_tokens,max_rowspan,max_colspan,span_area,gt_len,copied_image,image_path
1135,PMC4284745_006_00.png,row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,0.0,0.0,,,135.65,1,17,7,14,12,2,3,6,40,173,images/01135_PMC4284745_006_00.png,train_data/table/pubtabnet/val/PMC4284745_006_00.png
2237,PMC4522061_006_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.540192926045016,0.540192926045016,0.0,,,135.4,2,26,11,11,8,3,3,9,37,349,images/02237_PMC4522061_006_00.png,train_data/table/pubtabnet/val/PMC4522061_006_00.png
2146,PMC5745858_002_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;hierarchical_span_header;wide_table,,multi-level header with span;vertical branch / rowspan evidence;long-range relation evidence,0.04587155963302747,0.04587155963302747,0.0,,,135.10000000000002,2,10,8,16,16,0,2,1,32,136,images/02146_PMC5745858_002_00.png,train_data/table/pubtabnet/val/PMC5745858_002_00.png
1571,PMC6095872_001_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,0.4036144578313253,0.4036144578313253,0.0,,,134.9,1,41,3,13,13,0,5,1,40,221,images/01571_PMC6095872_001_00.png,train_data/table/pubtabnet/val/PMC6095872_001_00.png
3723,PMC4600213_002_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;hierarchical_span_header,,multi-level header with span;vertical branch / rowspan evidence;long-range relation evidence,0.08737864077669899,0.1456310679611651,0.058252427184466105,,,134.70000000000002,2,12,6,16,16,0,2,1,32,132,images/03723_PMC4600213_002_00.png,train_data/table/pubtabnet/val/PMC4600213_002_00.png
4376,PMC5935928_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,134.5,2,19,8,12,6,6,2,8,54,188,images/04376_PMC5935928_005_00.png,train_data/table/pubtabnet/val/PMC5935928_005_00.png
2195,PMC5260049_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency,,horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,1.0,1.0,,,134.45,1,9,7,15,14,1,8,2,42,103,images/02195_PMC5260049_003_00.png,train_data/table/pubtabnet/val/PMC5260049_003_00.png
2393,PMC5869789_005_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,1.0,1.0,0.0,,,134.4,2,41,6,11,0,11,1,6,58,318,images/02393_PMC5869789_005_00.png,train_data/table/pubtabnet/val/PMC5869789_005_00.png
868,PMC2717131_001_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.7432950191570882,1.0,0.2567049808429118,1.0,1.0,133.6,2,53,4,12,0,12,1,4,47,323,images/00868_PMC2717131_001_00.png,train_data/table/pubtabnet/val/PMC2717131_001_00.png
1844,PMC5496432_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.524904214559387,0.8931623931623932,0.36825817860300625,,,133.3,3,24,10,9,2,8,3,10,61,268,images/01844_PMC5496432_003_00.png,train_data/table/pubtabnet/val/PMC5496432_003_00.png
2913,PMC3976834_004_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table;wide_table,,vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,133.20000000000002,1,22,8,14,14,0,3,1,42,238,images/02913_PMC3976834_004_00.png,train_data/table/pubtabnet/val/PMC3976834_004_00.png
1482,PMC4709790_002_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,0.0,1.0,1.0,,,132.9,1,17,4,16,16,0,2,1,32,138,images/01482_PMC4709790_002_00.png,train_data/table/pubtabnet/val/PMC4709790_002_00.png
2392,PMC4661885_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.05208333333333337,1.0,0.9479166666666666,,,132.35,2,7,11,15,12,3,3,2,36,119,images/02392_PMC4661885_005_00.png,train_data/table/pubtabnet/val/PMC4661885_005_00.png
2434,PMC5680596_003_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.8792270531400966,0.9806763285024155,0.10144927536231885,,,131.9,1,27,7,12,0,12,1,7,52,243,images/02434_PMC5680596_003_00.png,train_data/table/pubtabnet/val/PMC5680596_003_00.png
1101,PMC5752728_005_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,1.0,1.0,0.0,,,131.70000000000002,1,38,3,13,0,13,1,3,39,207,images/01101_PMC5752728_005_00.png,train_data/table/pubtabnet/val/PMC5752728_005_00.png
4339,PMC4050399_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.2093023255813954,0.9815668202764977,0.7722644946951023,,,131.7,2,25,7,13,2,12,2,2,28,254,images/04339_PMC4050399_005_00.png,train_data/table/pubtabnet/val/PMC4050399_005_00.png
1838,PMC5312588_003_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.0,0.0,0.0,,,131.39999999999998,1,19,2,16,0,16,1,2,32,112,images/01838_PMC5312588_003_00.png,train_data/table/pubtabnet/val/PMC5312588_003_00.png
727,PMC4908087_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,1.0,1.0,131.2,2,16,10,11,5,6,2,10,55,185,images/00727_PMC4908087_004_00.png,train_data/table/pubtabnet/val/PMC4908087_004_00.png
3182,PMC3558804_008_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.16666666666666663,0.16666666666666663,0.0,,,131.1,2,36,7,10,0,10,1,7,60,308,images/03182_PMC3558804_008_00.png,train_data/table/pubtabnet/val/PMC3558804_008_00.png
553,PMC5513055_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,1.0,1.0,131.0,2,25,7,11,1,10,2,7,57,216,images/00553_PMC5513055_003_00.png,train_data/table/pubtabnet/val/PMC5513055_003_00.png
3279,PMC5001804_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.19199999999999995,0.0,-0.19199999999999995,,,131.0,1,20,5,14,12,2,4,2,40,160,images/03279_PMC5001804_005_00.png,train_data/table/pubtabnet/val/PMC5001804_005_00.png
1520,PMC4432834_001_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,0.0,0.0,,,130.6,2,20,5,13,12,1,5,2,42,154,images/01520_PMC4432834_001_00.png,train_data/table/pubtabnet/val/PMC4432834_001_00.png
3650,PMC4364326_011_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.5565749235474007,0.5168195718654434,-0.03975535168195732,,,130.20000000000002,3,24,12,12,9,3,2,2,24,364,images/03650_PMC4364326_011_00.png,train_data/table/pubtabnet/val/PMC4364326_011_00.png
58,PMC4748465_006_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.012658227848101222,0.012658227848101222,0.0,0.012658227848101222,0.012658227848101222,130.0,2,22,7,11,5,6,3,7,55,191,images/00058_PMC4748465_006_00.png,train_data/table/pubtabnet/val/PMC4748465_006_00.png
3132,PMC4770753_005_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.5093167701863355,1.0,0.4906832298136645,,,129.8,2,12,11,13,3,11,3,3,33,180,images/03132_PMC4770753_005_01.png,train_data/table/pubtabnet/val/PMC4770753_005_01.png
3764,PMC4588874_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,0.6367521367521367,-0.3632478632478633,,,129.8,2,22,9,11,10,1,5,7,31,259,images/03764_PMC4588874_003_00.png,train_data/table/pubtabnet/val/PMC4588874_003_00.png
143,PMC6055123_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,dual_branch_complementary;full_mamba_strong_gain_vs_single_axis,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence;axis ablation evidence,0.3287037037037037,0.3429951690821256,0.014291465378421853,0.0,0.0,129.5,2,21,8,11,4,7,2,8,52,206,images/00143_PMC6055123_004_00.png,train_data/table/pubtabnet/val/PMC6055123_004_00.png
3752,PMC5106851_003_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.23728813559322037,0.18181818181818177,-0.055469953775038605,,,129.29999999999998,2,24,7,11,3,8,2,7,52,212,images/03752_PMC5106851_003_01.png,train_data/table/pubtabnet/val/PMC5106851_003_01.png
4859,PMC5097118_003_00.png,row_col_span;long_range_dependency;vertical_dependency,,vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,129.2,1,13,6,15,15,0,4,1,36,132,images/04859_PMC5097118_003_00.png,train_data/table/pubtabnet/val/PMC5097118_003_00.png
1421,PMC5081958_002_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.4553571428571429,0.24888888888888894,-0.20646825396825397,,,129.0,3,28,7,10,6,4,4,6,39,257,images/01421_PMC5081958_002_00.png,train_data/table/pubtabnet/val/PMC5081958_002_00.png
3229,PMC5414207_003_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,0.5305164319248826,0.4084507042253521,-0.1220657276995305,,,128.8,1,44,4,11,11,0,8,1,43,269,images/03229_PMC5414207_003_00.png,train_data/table/pubtabnet/val/PMC5414207_003_00.png
810,PMC3436728_003_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,1.0,0.8095238095238095,-0.19047619047619047,1.0,1.0,128.75,1,15,4,15,15,0,4,1,39,115,images/00810_PMC3436728_003_00.png,train_data/table/pubtabnet/val/PMC3436728_003_00.png
2705,PMC3551746_007_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;tall_table;wide_table,,horizontal branch / colspan evidence;long-range relation evidence,0.32558139534883723,0.31612903225806455,-0.009452363090772686,,,128.7,1,34,8,10,0,10,1,8,74,310,images/02705_PMC3551746_007_00.png,train_data/table/pubtabnet/val/PMC3551746_007_00.png
2070,PMC3112163_003_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,1.0,1.0,0.0,,,128.60000000000002,2,10,8,15,0,15,1,2,30,134,images/02070_PMC3112163_003_00.png,train_data/table/pubtabnet/val/PMC3112163_003_00.png
4181,PMC5058745_012_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,1.0,1.0,0.0,,,128.0,2,32,7,10,0,10,1,7,55,277,images/04181_PMC5058745_012_00.png,train_data/table/pubtabnet/val/PMC5058745_012_00.png
2250,PMC3780547_003_00.png,row_col_span;long_range_dependency;vertical_dependency,,vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,127.4,1,9,6,16,16,0,2,1,32,108,images/02250_PMC3780547_003_00.png,train_data/table/pubtabnet/val/PMC3780547_003_00.png
249,PMC4015803_008_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;wide_table,,horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,0.0,0.0,0.0,0.0,126.35000000000001,1,11,8,13,11,4,4,4,39,129,images/00249_PMC4015803_008_00.png,train_data/table/pubtabnet/val/PMC4015803_008_00.png
4130,PMC4745725_008_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.6540284360189573,1.0,0.3459715639810427,,,126.0,2,34,11,11,5,6,2,2,22,468,images/04130_PMC4745725_008_00.png,train_data/table/pubtabnet/val/PMC4745725_008_00.png
2819,PMC4280697_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.5317460317460317,0.4901960784313726,-0.04154995331465916,,,124.7,2,20,11,12,9,3,2,3,27,285,images/02819_PMC4280697_005_00.png,train_data/table/pubtabnet/val/PMC4280697_005_00.png
4630,PMC4890505_006_00.png,row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,124.3,1,23,6,12,10,2,2,6,32,204,images/04630_PMC4890505_006_00.png,train_data/table/pubtabnet/val/PMC4890505_006_00.png
3460,PMC4507054_006_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.0,0.0,0.0,,,124.1,2,36,5,10,0,10,1,5,48,248,images/03460_PMC4507054_006_00.png,train_data/table/pubtabnet/val/PMC4507054_006_00.png
111,PMC5899285_002_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,1.0,1.0,0.0,1.0,1.0,122.69999999999999,2,40,7,9,0,9,1,7,48,352,images/00111_PMC5899285_002_00.png,train_data/table/pubtabnet/val/PMC5899285_002_00.png
4029,PMC3258219_005_01.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.36809815950920244,0.35928143712574845,-0.00881672238345399,,,122.69999999999999,2,41,7,9,0,9,1,7,48,361,images/04029_PMC3258219_005_01.png,train_data/table/pubtabnet/val/PMC3258219_005_01.png
4316,PMC5923753_006_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;tall_table;wide_table,,horizontal branch / colspan evidence;long-range relation evidence,0.46718146718146714,0.3649122807017544,-0.10226918647971273,,,122.4,1,27,10,9,0,9,1,10,68,296,images/04316_PMC5923753_006_00.png,train_data/table/pubtabnet/val/PMC5923753_006_00.png
4350,PMC4531129_003_00.png,row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.6163522012578616,1.0,0.3836477987421384,,,122.2,1,22,7,10,5,5,5,7,51,191,images/04350_PMC4531129_003_00.png,train_data/table/pubtabnet/val/PMC4531129_003_00.png
954,PMC3449133_003_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,1.0,1.0,122.0,1,38,4,12,12,0,2,1,24,256,images/00954_PMC3449133_003_00.png,train_data/table/pubtabnet/val/PMC3449133_003_00.png
4207,PMC4661799_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,121.8,2,18,11,11,8,4,4,2,32,251,images/04207_PMC4661799_004_00.png,train_data/table/pubtabnet/val/PMC4661799_004_00.png
1902,PMC2660906_004_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;tall_table;wide_table,,horizontal branch / colspan evidence;long-range relation evidence,0.20858895705521474,0.22699386503067487,0.018404907975460127,,,121.6,1,15,10,11,0,11,1,10,38,190,images/01902_PMC2660906_004_00.png,train_data/table/pubtabnet/val/PMC2660906_004_00.png
1655,PMC1482724_002_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table;wide_table,,horizontal branch / colspan evidence;long-range relation evidence,0.09999999999999998,0.0,-0.09999999999999998,,,120.70000000000002,1,17,8,12,0,12,1,5,42,180,images/01655_PMC1482724_002_00.png,train_data/table/pubtabnet/val/PMC1482724_002_00.png
4145,PMC3893400_006_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.0,0.0,0.0,,,120.7,1,32,5,12,0,12,1,2,24,252,images/04145_PMC3893400_006_00.png,train_data/table/pubtabnet/val/PMC3893400_006_00.png
4991,PMC4415138_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.07738095238095233,0.07514450867052025,-0.002236443710432079,,,120.6,2,34,4,10,1,9,2,4,38,210,images/04991_PMC4415138_004_00.png,train_data/table/pubtabnet/val/PMC4415138_004_00.png
1429,PMC5796191_003_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table;wide_table,,vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,120.5,1,33,8,11,11,0,3,1,30,348,images/01429_PMC5796191_003_00.png,train_data/table/pubtabnet/val/PMC5796191_003_00.png
3459,PMC3904926_002_00.png,row_col_span;long_range_dependency;vertical_dependency,,vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,120.4,1,11,4,15,15,0,2,1,30,100,images/03459_PMC3904926_002_00.png,train_data/table/pubtabnet/val/PMC3904926_002_00.png
50,PMC3824233_004_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.4218009478672986,0.3787878787878788,-0.04301306907941982,1.0,1.0,119.20000000000002,2,22,9,9,0,9,1,9,53,229,images/00050_PMC3824233_004_00.png,train_data/table/pubtabnet/val/PMC3824233_004_00.png
2977,PMC4419394_001_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,1.0,0.0,-1.0,,,119.19999999999999,2,23,6,12,0,12,1,2,24,212,images/02977_PMC4419394_001_00.png,train_data/table/pubtabnet/val/PMC4419394_001_00.png
2722,PMC4534048_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.8502415458937198,0.8502415458937198,0.0,,,118.7,2,14,14,10,2,8,6,3,36,232,images/02722_PMC4534048_004_00.png,train_data/table/pubtabnet/val/PMC4534048_004_00.png
2931,PMC6060755_006_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,118.5,3,19,9,8,1,7,3,9,55,190,images/02931_PMC6060755_006_00.png,train_data/table/pubtabnet/val/PMC6060755_006_00.png
2410,PMC5414168_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.9416666666666667,0.9416666666666667,0.0,,,118.25000000000001,4,11,9,11,1,10,2,4,26,143,images/02410_PMC5414168_003_00.png,train_data/table/pubtabnet/val/PMC5414168_003_00.png
4661,PMC6029364_003_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,1.0,1.0,0.0,,,118.0,2,46,2,11,0,11,1,2,22,210,images/04661_PMC6029364_003_00.png,train_data/table/pubtabnet/val/PMC6029364_003_00.png
4313,PMC5216992_002_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.648,1.0,0.352,,,117.85,3,10,11,11,9,2,3,4,31,147,images/04313_PMC5216992_002_00.png,train_data/table/pubtabnet/val/PMC5216992_002_00.png
1404,PMC5097086_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,0.0,0.0,,,117.8,2,15,5,12,7,5,3,4,33,124,images/01404_PMC5097086_003_00.png,train_data/table/pubtabnet/val/PMC5097086_003_00.png
637,PMC6031117_005_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,dual_branch_complementary;full_mamba_strong_gain_vs_single_axis,horizontal branch / colspan evidence;long-range relation evidence;axis ablation evidence,1.0,1.0,0.0,0.651063829787234,0.651063829787234,117.6,1,37,6,9,0,9,1,6,54,282,images/00637_PMC6031117_005_00.png,train_data/table/pubtabnet/val/PMC6031117_005_00.png
3911,PMC4785333_005_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.5067873303167421,1.0,0.49321266968325794,,,117.39999999999999,2,23,10,8,0,8,1,10,59,253,images/03911_PMC4785333_005_00.png,train_data/table/pubtabnet/val/PMC4785333_005_00.png
2081,PMC4508969_007_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,0.08080808080808077,0.19696969696969702,0.11616161616161624,,,117.3,1,37,4,11,11,0,3,1,23,247,images/02081_PMC4508969_007_00.png,train_data/table/pubtabnet/val/PMC4508969_007_00.png
4330,PMC4929112_003_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,117.3,1,15,6,12,12,0,5,1,56,116,images/04330_PMC4929112_003_00.png,train_data/table/pubtabnet/val/PMC4929112_003_00.png
1207,PMC6073449_004_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,117.19999999999999,2,23,6,11,9,2,3,2,29,203,images/01207_PMC6073449_004_01.png,train_data/table/pubtabnet/val/PMC6073449_004_01.png
901,PMC3502393_008_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.41706161137440756,0.41706161137440756,0.0,0.41706161137440756,0.41706161137440756,116.9,2,22,8,11,9,2,2,3,23,245,images/00901_PMC3502393_008_00.png,train_data/table/pubtabnet/val/PMC3502393_008_00.png
4176,PMC3038149_004_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.0,0.0,0.0,,,116.9,1,44,3,11,0,11,1,3,25,243,images/04176_PMC3038149_004_00.png,train_data/table/pubtabnet/val/PMC3038149_004_00.png
3666,PMC5985617_002_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0980392156862745,1.0,0.9019607843137255,,,116.55,1,15,5,13,10,3,3,2,30,131,images/03666_PMC5985617_002_00.png,train_data/table/pubtabnet/val/PMC5985617_002_00.png
3663,PMC6068102_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,1.0,0.0,,,116.39999999999999,2,30,6,9,2,7,2,6,38,242,images/03663_PMC6068102_004_00.png,train_data/table/pubtabnet/val/PMC6068102_004_00.png
4129,PMC5534199_012_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.2932692307692307,0.375,0.08173076923076927,,,116.29999999999998,3,28,7,8,1,7,2,7,43,245,images/04129_PMC5534199_012_00.png,train_data/table/pubtabnet/val/PMC5534199_012_00.png
23,PMC2779199_009_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,dual_branch_complementary;full_mamba_strong_gain_vs_single_axis,vertical branch / rowspan evidence;long-range relation evidence;axis ablation evidence,0.7476635514018692,0.2870370370370371,-0.46062651436483215,0.0,0.0,116.25,1,16,5,13,13,0,3,1,31,137,images/00023_PMC2779199_009_00.png,train_data/table/pubtabnet/val/PMC2779199_009_00.png
24,PMC4008311_003_01.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,dual_branch_complementary;full_mamba_strong_gain_vs_single_axis,vertical branch / rowspan evidence;long-range relation evidence;axis ablation evidence,0.7476635514018692,0.2870370370370371,-0.46062651436483215,0.0,0.0,116.25,1,16,5,13,13,0,3,1,31,137,images/00024_PMC4008311_003_01.png,train_data/table/pubtabnet/val/PMC4008311_003_01.png
